Label	Text
remove	Don't add spinach
add	Let's add broccoli
substitute	Exchange tofu for spinach
add	Also, add pasta
substitute	Replace flour with tomatoes
substitute	Substitute honey with tomatoes
substitute	Try using broccoli instead of sugar
substitute	Change onion to milk
substitute	Substitute beef with pasta
remove	Please skip tofu
remove	Can you take out bacon?
remove	Leave out the onion
remove	Exclude milk from recipe
add	I'd like to add milk
add	Also, add egg
add	Can you include milk?
add	Add a bit of chicken
add	Include egg to this meal
add	Let's add almond milk
add	I want to add garlic
remove	Can you take out spinach?
add	Include beef to this meal
remove	Can you take out chicken?
substitute	Change carrots to milk
remove	Exclude onion from recipe
remove	Remove tofu
substitute	Try using bacon instead of carrots
remove	Don't add bacon
substitute	I'd rather use peanuts than spinach
add	Could you add cheese?
add	Add a bit of cheese
remove	Please skip cheese
add	Also, add beef
substitute	Substitute carrots with beef
remove	No lettuce, please
remove	Exclude chicken from recipe
substitute	I'd rather use almond milk than chicken
remove	Leave out the butter
substitute	Replace pasta with chicken
substitute	Substitute lettuce with milk
add	Add a bit of tomatoes
substitute	I'd rather use rice than carrots
substitute	Swap milk for almond milk
add	Include rice to this meal
substitute	Substitute beef with chicken
remove	Leave out the peanuts
substitute	I'd rather use almond milk than beef
remove	Leave out the egg
remove	I prefer without peanuts
substitute	Substitute tofu with onion
remove	No beans, please
substitute	Change pasta to beans
remove	I don't want egg
substitute	Use cheese in place of honey
substitute	Change tofu to tomatoes
remove	Don't add bacon
substitute	Use milk in place of chicken
substitute	Change rice to pasta
substitute	Change carrots to yogurt
substitute	Try using broccoli instead of tofu
substitute	Can I use spinach instead of beans?
remove	Please skip yogurt
remove	Remove onion
substitute	Try using milk instead of pasta
add	Also, add cheese
substitute	Is it okay to switch beans with yogurt?
add	Add a bit of milk
remove	Don't add chicken
remove	Avoid using lettuce
remove	Remove peanuts
remove	No beef, please
remove	Remove garlic
add	Let's add egg
substitute	I'd rather use onion than tofu
substitute	Exchange egg for onion
add	Put some carrots in the recipe
substitute	Can I use onion instead of butter?
remove	I don't want spinach
remove	Leave out the sugar
add	Add a bit of peanuts
add	Include spinach to this meal
substitute	Use sugar in place of beef
remove	Don't add chicken
remove	I prefer without beans
remove	Remove almond milk
remove	Remove onion
substitute	Swap butter for cheese
add	Put some peanuts in the recipe
add	Could you add almond milk?
add	Could you add honey?
substitute	Try using butter instead of honey
add	Add a bit of broccoli
substitute	Exchange yogurt for peanuts
substitute	Exchange broccoli for beans
remove	Leave out the butter
add	Put some pasta in the recipe
remove	Avoid using rice
remove	Can you take out garlic?
add	I'd like to add chicken
add	I want to add beans
substitute	Is it okay to switch tomatoes with butter?
add	Include sugar to this meal
add	Could you add pasta?
substitute	Is it okay to switch honey with bacon?
remove	Exclude cheese from recipe
remove	I prefer without onion
substitute	Swap beans for cheese
remove	Can you take out pasta?
substitute	Try using milk instead of sugar
substitute	I'd rather use peanuts than onion
remove	Leave out the garlic
add	Let's add carrots
add	I want to add bacon
substitute	Is it okay to switch butter with cheese?
substitute	Is it okay to switch tomatoes with chicken?
substitute	Replace rice with honey
substitute	I'd rather use honey than rice
substitute	Exchange almond milk for cheese
remove	Exclude milk from recipe
add	Put some yogurt in the recipe
add	Add a bit of bacon
remove	I don't want beans
remove	I don't want beans
substitute	I'd rather use butter than tofu
remove	Remove chicken
remove	No pasta, please
add	Include broccoli to this meal
remove	I prefer without cheese
remove	I prefer without spinach
add	Let's add egg
substitute	Try using cheese instead of tomatoes
remove	Can you take out tomatoes?
remove	No flour, please
remove	Can you take out pasta?
substitute	Is it okay to switch spinach with cheese?
remove	Don't add milk
remove	Don't add egg
remove	No garlic, please
add	I'd like to add tofu
remove	Don't add cheese
remove	Remove carrots
add	Put some yogurt in the recipe
remove	I prefer without lettuce
substitute	Try using almond milk instead of milk
substitute	Replace pasta with onion
remove	Avoid using milk
remove	No yogurt, please
remove	Don't add pasta
substitute	Can I use peanuts instead of spinach?
remove	I don't want bacon
add	I want to add rice
substitute	Can I use butter instead of yogurt?
add	I'd like to add bacon
substitute	Exchange cheese for tofu
substitute	Change peanuts to sugar
add	I want to add broccoli
add	Add a bit of milk
add	Could you add cheese?
remove	Can you take out butter?
remove	No honey, please
remove	Leave out the carrots
add	Please add sugar
substitute	Can I use beans instead of garlic?
remove	Please skip almond milk
remove	Avoid using onion
substitute	Try using almond milk instead of broccoli
substitute	Swap sugar for bacon
remove	I don't want bacon
add	Could you add yogurt?
substitute	Change yogurt to beans
substitute	Use broccoli in place of flour
remove	Don't add broccoli
add	Could you add lettuce?
remove	I don't want rice
add	I want to add milk
substitute	Can I use almond milk instead of butter?
substitute	Change beans to milk
substitute	I'd rather use peanuts than lettuce
remove	Don't add milk
add	Also, add tomatoes
remove	I don't want honey
remove	I prefer without garlic
substitute	Use tofu in place of beans
substitute	Change flour to peanuts
add	I'd like to add onion
remove	Can you take out onion?
add	Could you add sugar?
add	Include beef to this meal
substitute	Can I use lettuce instead of beef?
add	Please add almond milk
remove	Can you take out peanuts?
substitute	I'd rather use bacon than peanuts
add	Can you include tomatoes?
remove	Please skip beef
add	Add a bit of milk
substitute	Is it okay to switch onion with pasta?
substitute	Is it okay to switch tomatoes with beef?
remove	I don't want chicken
substitute	Can I use flour instead of yogurt?
add	Also, add pasta
substitute	Substitute sugar with carrots
remove	Can you take out sugar?
add	Put some beef in the recipe
add	I'd like to add garlic
substitute	Replace chicken with garlic
remove	Can you take out almond milk?
add	Can you include peanuts?
remove	Avoid using bacon
substitute	Use carrots in place of cheese
remove	Exclude chicken from recipe
add	I want to add tofu
add	I want to add onion
add	I want to add beans
remove	I prefer without broccoli
add	Let's add butter
remove	Avoid using tofu
substitute	Replace yogurt with flour
remove	Don't add tofu
substitute	Exchange tofu for beef
remove	Don't add tomatoes
substitute	Is it okay to switch spinach with bacon?
remove	Don't add onion
add	Could you add onion?
add	Also, add sugar
remove	No chicken, please
add	I'd like to add lettuce
add	Can you include peanuts?
remove	No beans, please
substitute	Use milk in place of egg
substitute	Change onion to honey
substitute	I'd rather use beans than beef
substitute	Is it okay to switch almond milk with cheese?
remove	No yogurt, please
substitute	Swap spinach for tomatoes
substitute	Substitute beans with lettuce
substitute	Try using yogurt instead of pasta
add	Include onion to this meal
substitute	Use garlic in place of spinach
add	I'd like to add broccoli
remove	Can you take out onion?
add	Also, add butter
add	Could you add egg?
remove	Avoid using onion
remove	I prefer without butter
remove	Can you take out lettuce?
substitute	Use broccoli in place of chicken
add	Include tofu to this meal
add	Please add honey
remove	I prefer without carrots
substitute	I'd rather use egg than tomatoes
substitute	Is it okay to switch flour with chicken?
substitute	Is it okay to switch garlic with rice?
substitute	Can I use butter instead of pasta?
remove	No almond milk, please
substitute	I'd rather use peanuts than honey
remove	Remove egg
add	Add a bit of broccoli
add	I want to add peanuts
add	Put some bacon in the recipe
substitute	Use lettuce in place of butter
remove	Don't add carrots
substitute	Exchange pasta for sugar
add	Put some egg in the recipe
substitute	Use chicken in place of spinach
substitute	Is it okay to switch flour with beans?
substitute	Use spinach in place of garlic
substitute	Is it okay to switch milk with broccoli?
remove	Please skip pasta
substitute	Is it okay to switch egg with lettuce?
add	Could you add beans?
add	Let's add honey
remove	I prefer without carrots
substitute	I'd rather use honey than tomatoes
add	I'd like to add yogurt
remove	Exclude yogurt from recipe
remove	I don't want almond milk
add	Let's add milk
remove	Remove bacon
substitute	Replace almond milk with butter
substitute	Replace broccoli with pasta
substitute	Substitute beef with egg
substitute	Try using broccoli instead of carrots
remove	I don't want tomatoes
remove	Avoid using broccoli
add	Let's add cheese
substitute	Can I use milk instead of broccoli?
add	I want to add onion
add	I'd like to add garlic
substitute	Is it okay to switch pasta with garlic?
remove	No beef, please
add	I'd like to add cheese
add	Put some butter in the recipe
remove	I don't want butter
substitute	Can I use rice instead of honey?
add	Include egg to this meal
substitute	Swap beans for rice
add	Put some lettuce in the recipe
substitute	Substitute peanuts with honey
add	Put some almond milk in the recipe
add	I'd like to add pasta
substitute	Is it okay to switch cheese with garlic?
add	Let's add pasta
add	I'd like to add egg
remove	Exclude egg from recipe
add	Also, add carrots
add	Include tofu to this meal
remove	I don't want beef
substitute	Change beans to pasta
substitute	Try using chicken instead of flour
remove	Please skip carrots
add	Can you include broccoli?
substitute	Swap honey for sugar
substitute	Can I use egg instead of onion?
add	Include onion to this meal
add	Also, add carrots
remove	Exclude butter from recipe
remove	Avoid using beef
substitute	Replace pasta with egg
remove	Can you take out almond milk?
add	I'd like to add flour
substitute	Change bacon to tofu
add	Please add almond milk
substitute	Is it okay to switch garlic with almond milk?
substitute	Substitute tofu with chicken
add	Put some honey in the recipe
remove	Exclude broccoli from recipe
remove	I prefer without broccoli
remove	Leave out the milk
add	Put some pasta in the recipe
add	Could you add lettuce?
substitute	Exchange beans for sugar
substitute	Can I use flour instead of chicken?
substitute	Try using spinach instead of cheese
add	Please add chicken
add	I want to add pasta
substitute	Swap peanuts for spinach
substitute	Try using milk instead of onion
remove	Exclude beef from recipe
remove	Can you take out tofu?
add	Let's add carrots
add	Include beans to this meal
add	I want to add lettuce
substitute	I'd rather use flour than tofu
remove	Remove spinach
substitute	Substitute carrots with honey
remove	Exclude milk from recipe
add	I'd like to add bacon
substitute	Is it okay to switch almond milk with chicken?
substitute	Use carrots in place of pasta
remove	Don't add pasta
add	Can you include honey?
remove	I don't want chicken
add	Can you include broccoli?
remove	Exclude almond milk from recipe
remove	Avoid using flour
substitute	Use broccoli in place of beef
add	I want to add beef
substitute	I'd rather use tomatoes than peanuts
add	I'd like to add broccoli
remove	Please skip sugar
add	Include beef to this meal
remove	Avoid using chicken
substitute	Use flour in place of almond milk
remove	I don't want carrots
remove	Please skip tomatoes
remove	Don't add yogurt
substitute	Can I use beef instead of honey?
remove	Please skip chicken
add	Add a bit of beef
substitute	Change egg to rice
substitute	Can I use pasta instead of tomatoes?
remove	Avoid using flour
substitute	Exchange carrots for yogurt
remove	No egg, please
add	Please add yogurt
substitute	Try using flour instead of honey
substitute	Change cheese to broccoli
add	Please add onion
add	Please add carrots
substitute	I'd rather use garlic than spinach
add	Put some cheese in the recipe
remove	Can you take out spinach?
remove	Remove lettuce
substitute	Change rice to garlic
remove	Leave out the egg
remove	Exclude almond milk from recipe
substitute	Use pasta in place of flour
remove	Remove garlic
remove	I don't want bacon
remove	Exclude pasta from recipe
add	I'd like to add carrots
remove	Leave out the butter
substitute	Try using beef instead of broccoli
add	Please add rice
substitute	Is it okay to switch beef with rice?
substitute	Replace rice with broccoli
substitute	Replace flour with garlic
substitute	Change beef to rice
substitute	Substitute butter with peanuts
add	Let's add tofu
remove	Don't add broccoli
substitute	Is it okay to switch beef with cheese?
substitute	Replace chicken with peanuts
add	Can you include bacon?
add	Also, add garlic
remove	I don't want tomatoes
remove	No tofu, please
add	I'd like to add egg
remove	I don't want spinach
add	Can you include rice?
remove	Leave out the rice
remove	Can you take out tomatoes?
substitute	Can I use chicken instead of pasta?
remove	I don't want egg
substitute	Try using chicken instead of yogurt
remove	Can you take out egg?
remove	Please skip beans
substitute	Replace bacon with tomatoes
substitute	Substitute tofu with sugar
substitute	Exchange milk for tomatoes
add	I'd like to add garlic
remove	Remove carrots
remove	No pasta, please
remove	I prefer without spinach
substitute	Is it okay to switch peanuts with almond milk?
substitute	Try using flour instead of cheese
substitute	Swap peanuts for onion
remove	Exclude onion from recipe
substitute	Can I use egg instead of milk?
add	Let's add cheese
add	Can you include onion?
add	Put some bacon in the recipe
substitute	Substitute carrots with beans
remove	Leave out the onion
add	Let's add peanuts
remove	Remove carrots
add	Could you add tomatoes?
add	I'd like to add chicken
add	I want to add tofu
add	Put some honey in the recipe
substitute	Is it okay to switch bacon with spinach?
remove	Don't add sugar
add	I want to add bacon
substitute	Can I use cheese instead of honey?
remove	Please skip rice
substitute	Can I use beef instead of flour?
add	Could you add butter?
add	I want to add beef
remove	Don't add sugar
remove	I prefer without pasta
substitute	Substitute almond milk with flour
add	Put some carrots in the recipe
substitute	Change spinach to broccoli
add	I want to add beans
remove	I prefer without flour
remove	Avoid using beans
add	Can you include milk?
remove	Avoid using lettuce
substitute	I'd rather use egg than sugar
add	Put some honey in the recipe
add	I want to add carrots
remove	I prefer without onion
substitute	Swap honey for tomatoes
add	Put some tofu in the recipe
substitute	Try using peanuts instead of cheese
add	Let's add tomatoes
substitute	Use milk in place of sugar
add	Add a bit of bacon
add	Let's add butter
substitute	Is it okay to switch beans with peanuts?
add	Can you include beef?
substitute	Use yogurt in place of broccoli
add	Add a bit of almond milk
add	Can you include rice?
remove	Exclude onion from recipe
remove	Exclude almond milk from recipe
substitute	I'd rather use beans than chicken
remove	Exclude almond milk from recipe
add	Also, add honey
add	I want to add beef
remove	Avoid using carrots
remove	Please skip chicken
remove	Leave out the chicken
substitute	Swap beans for tofu
substitute	Change almond milk to butter
substitute	Use butter in place of sugar
remove	Avoid using onion
substitute	Change carrots to rice
add	Include broccoli to this meal
remove	Can you take out rice?
add	Add a bit of bacon
substitute	I'd rather use tomatoes than beans
add	Put some cheese in the recipe
substitute	Exchange pasta for peanuts
substitute	Change carrots to beef
add	Could you add carrots?
substitute	Change peanuts to tomatoes
add	Put some egg in the recipe
remove	I don't want onion
substitute	Swap beef for yogurt
add	Please add spinach
substitute	I'd rather use egg than chicken
remove	Avoid using broccoli
substitute	Replace carrots with peanuts
add	Put some beans in the recipe
add	Also, add milk
substitute	I'd rather use butter than cheese
substitute	Use honey in place of onion
add	Add a bit of chicken
substitute	I'd rather use milk than beef
remove	Please skip honey
remove	No bacon, please
substitute	Replace tofu with flour
remove	Don't add lettuce
add	Also, add tofu
substitute	Change flour to almond milk
substitute	Try using spinach instead of rice
remove	I don't want almond milk
add	Could you add beef?
add	Please add beef
substitute	Exchange pasta for honey
remove	Remove broccoli
add	Include milk to this meal
substitute	I'd rather use pasta than yogurt
add	Let's add yogurt
remove	I prefer without sugar
add	Put some butter in the recipe
substitute	Change flour to spinach
substitute	Is it okay to switch tomatoes with tofu?
add	Let's add peanuts
remove	Leave out the garlic
substitute	Replace flour with cheese
remove	Avoid using tofu
substitute	Can I use yogurt instead of peanuts?
remove	Leave out the broccoli
add	I'd like to add carrots
add	Add a bit of peanuts
remove	Please skip bacon
substitute	Exchange peanuts for broccoli
add	Put some bacon in the recipe
remove	Please skip spinach
add	Include garlic to this meal
substitute	Swap chicken for spinach
remove	Exclude bacon from recipe
add	I'd like to add yogurt
remove	Remove rice
substitute	Swap lettuce for rice
remove	Avoid using sugar
remove	Avoid using cheese
add	Can you include rice?
add	I'd like to add rice
substitute	Try using bacon instead of lettuce
remove	I prefer without tomatoes
substitute	Swap broccoli for cheese
add	Let's add almond milk
substitute	Exchange cheese for egg
remove	Don't add garlic
add	Let's add garlic
remove	Avoid using flour
remove	Please skip carrots
remove	No spinach, please
add	Also, add broccoli
add	Let's add butter
add	Can you include tofu?
add	Also, add broccoli
add	Also, add sugar
remove	Exclude broccoli from recipe
remove	Don't add carrots
remove	Leave out the tomatoes
add	I want to add carrots
substitute	Try using carrots instead of beans
substitute	Replace chicken with tofu
add	Put some flour in the recipe
add	Include butter to this meal
substitute	Can I use cheese instead of chicken?
remove	No beef, please
add	Please add beef
remove	Please skip egg
remove	Remove flour
remove	I don't want broccoli
add	Add a bit of yogurt
substitute	Substitute beans with rice
add	Let's add butter
substitute	Replace beans with honey
substitute	I'd rather use beef than sugar
substitute	Use tofu in place of broccoli
remove	No sugar, please
remove	Avoid using milk
add	Could you add beef?
add	I'd like to add spinach
substitute	Change yogurt to rice
remove	No garlic, please
substitute	Exchange yogurt for spinach
add	Also, add tomatoes
add	Please add flour
add	Include tomatoes to this meal
substitute	Can I use beans instead of tomatoes?
substitute	Use butter in place of bacon
remove	Please skip rice
add	Let's add cheese
substitute	Substitute spinach with honey
substitute	I'd rather use beans than pasta
add	Include chicken to this meal
remove	Avoid using beans
add	I want to add flour
add	Also, add onion
substitute	Is it okay to switch flour with onion?
remove	I don't want carrots
remove	I don't want cheese
add	Could you add bacon?
add	Put some tofu in the recipe
remove	Don't add carrots
add	Add a bit of chicken
substitute	Swap carrots for flour
remove	Please skip carrots
substitute	Use garlic in place of cheese
substitute	Change tofu to rice
remove	Leave out the peanuts
substitute	Swap tofu for onion
add	Please add carrots
remove	Avoid using chicken
add	Please add tomatoes
remove	Please skip garlic
substitute	Try using rice instead of broccoli
add	Put some spinach in the recipe
add	Include garlic to this meal
substitute	Can I use tofu instead of spinach?
add	Let's add lettuce
substitute	Substitute chicken with beef
remove	Exclude rice from recipe
add	Also, add spinach
remove	Please skip peanuts
add	I want to add milk
remove	Exclude chicken from recipe
substitute	Use egg in place of almond milk
substitute	Substitute butter with chicken
remove	Remove rice
add	I want to add egg
substitute	Swap tomatoes for chicken
remove	Remove butter
remove	No beans, please
add	Can you include cheese?
remove	Leave out the milk
add	Add a bit of butter
remove	Remove spinach
remove	Don't add beef
substitute	Swap tomatoes for onion
add	Could you add lettuce?
substitute	Can I use butter instead of yogurt?
substitute	Exchange rice for honey
remove	Please skip yogurt
add	Can you include butter?
substitute	Can I use honey instead of tofu?
add	Please add egg
remove	I don't want broccoli
remove	I prefer without cheese
remove	Remove rice
substitute	Use pasta in place of sugar
add	Include bacon to this meal
substitute	Exchange chicken for onion
remove	I prefer without butter
add	I'd like to add milk
substitute	Replace cheese with sugar
add	Can you include sugar?
substitute	Use peanuts in place of broccoli
remove	Don't add bacon
remove	Leave out the peanuts
add	Add a bit of bacon
add	Add a bit of yogurt
remove	Don't add tofu
remove	No garlic, please
substitute	Use sugar in place of lettuce
substitute	I'd rather use butter than carrots
add	Also, add yogurt
remove	Please skip beans
substitute	Change butter to bacon
substitute	Swap milk for onion
remove	I don't want flour
add	Add a bit of almond milk
substitute	Try using broccoli instead of carrots
remove	Exclude bacon from recipe
remove	I prefer without lettuce
substitute	Use peanuts in place of onion
remove	Can you take out sugar?
add	I'd like to add pasta
substitute	Swap rice for tomatoes
add	Let's add lettuce
substitute	Can I use bacon instead of tomatoes?
add	Add a bit of beans
add	Can you include rice?
remove	I prefer without peanuts
add	Could you add sugar?
add	Put some bacon in the recipe
add	Could you add beef?
add	Put some flour in the recipe
remove	Exclude beans from recipe
substitute	I'd rather use lettuce than egg
remove	Exclude honey from recipe
substitute	Is it okay to switch butter with cheese?
substitute	Exchange rice for almond milk
add	Add a bit of egg
substitute	Try using tofu instead of lettuce
remove	No bacon, please
add	I'd like to add tomatoes
add	Put some almond milk in the recipe
substitute	Is it okay to switch milk with chicken?
substitute	Change milk to honey
remove	Remove lettuce
add	I want to add peanuts
substitute	Is it okay to switch honey with spinach?
add	I'd like to add onion
add	Let's add cheese
substitute	Exchange rice for garlic
remove	Exclude spinach from recipe
substitute	Use broccoli in place of beef
add	I'd like to add lettuce
substitute	Swap lettuce for sugar
add	Can you include sugar?
substitute	Try using milk instead of tofu
remove	Avoid using almond milk
remove	I don't want sugar
substitute	Replace yogurt with butter
add	Let's add yogurt
substitute	Swap tofu for egg
substitute	Exchange egg for garlic
substitute	Substitute yogurt with broccoli
remove	I don't want honey
add	Put some onion in the recipe
remove	Avoid using broccoli
add	Please add beef
substitute	Is it okay to switch broccoli with lettuce?
add	Could you add beef?
remove	Exclude garlic from recipe
substitute	Swap pasta for tomatoes
remove	Please skip flour
add	Include egg to this meal
substitute	Try using almond milk instead of rice
substitute	Exchange egg for cheese
substitute	Substitute spinach with beef
add	Can you include tofu?
remove	Can you take out lettuce?
remove	Avoid using flour
remove	Avoid using tofu
substitute	Try using honey instead of flour
substitute	Exchange yogurt for flour
substitute	Change beans to pasta
add	I want to add peanuts
add	Could you add sugar?
substitute	Can I use cheese instead of tofu?
remove	I prefer without bacon
remove	Please skip lettuce
add	Could you add broccoli?
remove	Don't add beef
remove	I don't want egg
substitute	Use tofu in place of beans
substitute	Exchange bacon for lettuce
remove	No milk, please
substitute	Substitute spinach with rice
substitute	Exchange almond milk for sugar
remove	Avoid using lettuce
add	I want to add beef
remove	Can you take out rice?
remove	Please skip beef
add	Also, add tofu
remove	Avoid using chicken
substitute	Try using tomatoes instead of beans
substitute	Can I use spinach instead of butter?
add	Include flour to this meal
add	Please add spinach
add	Please add rice
remove	Please skip beans
add	Also, add butter
remove	I don't want egg
substitute	Is it okay to switch chicken with bacon?
add	Also, add cheese
remove	I prefer without beans
add	Could you add rice?
substitute	Substitute lettuce with beans
remove	No sugar, please
remove	Don't add bacon
remove	Don't add chicken
remove	Please skip beans
substitute	I'd rather use beans than onion
remove	No cheese, please
add	Could you add pasta?
add	Can you include onion?
substitute	Replace milk with sugar
substitute	Exchange peanuts for almond milk
substitute	I'd rather use flour than lettuce
substitute	Use bacon in place of chicken
substitute	Can I use carrots instead of yogurt?
substitute	Can I use yogurt instead of rice?
substitute	Substitute tofu with lettuce
add	Could you add carrots?
add	Also, add butter
substitute	Replace lettuce with broccoli
remove	Leave out the rice
add	Put some peanuts in the recipe
substitute	Use onion in place of butter
remove	No pasta, please
substitute	Can I use tomatoes instead of peanuts?
add	Can you include cheese?
substitute	Try using egg instead of onion
add	Include beans to this meal
remove	I don't want flour
substitute	Exchange spinach for milk
remove	I prefer without carrots
substitute	Change honey to broccoli
add	Could you add honey?
remove	I prefer without butter
substitute	Substitute flour with almond milk
substitute	Can I use butter instead of pasta?
substitute	Exchange tofu for honey
add	Put some egg in the recipe
add	Add a bit of tofu
substitute	Exchange egg for sugar
remove	Please skip carrots
substitute	Substitute sugar with carrots
add	I want to add bacon
add	Add a bit of rice
add	Let's add carrots
remove	Can you take out honey?
add	Can you include milk?
remove	Remove sugar
remove	Exclude flour from recipe
substitute	Replace honey with yogurt
substitute	Exchange peanuts for sugar
substitute	Exchange butter for garlic
substitute	Swap tofu for cheese
substitute	Is it okay to switch bacon with broccoli?
add	Add a bit of butter
substitute	Try using cheese instead of broccoli
substitute	Try using beef instead of spinach
remove	Exclude tomatoes from recipe
substitute	Try using butter instead of peanuts
add	I'd like to add milk
remove	Don't add peanuts
substitute	Try using flour instead of spinach
add	Put some yogurt in the recipe
add	I want to add flour
add	Can you include garlic?
substitute	Use honey in place of cheese
add	Add a bit of garlic
substitute	Substitute sugar with butter
remove	Avoid using lettuce
add	Can you include rice?
add	I want to add rice
add	I want to add lettuce
add	Also, add beans
substitute	I'd rather use beef than broccoli
substitute	Can I use pasta instead of lettuce?
substitute	Swap carrots for milk
add	Could you add carrots?
substitute	Substitute cheese with beans
substitute	Can I use honey instead of butter?
substitute	Can I use pasta instead of honey?
substitute	Swap beef for spinach
add	Could you add peanuts?
add	I want to add broccoli
remove	Leave out the cheese
add	Also, add sugar
substitute	Use flour in place of spinach
remove	Remove yogurt
add	Also, add cheese
remove	I don't want egg
add	Also, add egg
add	I'd like to add yogurt
substitute	Swap onion for honey
substitute	Can I use carrots instead of lettuce?
add	Can you include egg?
remove	Remove broccoli
substitute	Swap flour for carrots
add	I'd like to add cheese
remove	Remove peanuts
remove	I don't want cheese
remove	Please skip milk
remove	Avoid using carrots
add	Could you add yogurt?
add	Let's add onion
substitute	Can I use almond milk instead of rice?
add	Add a bit of cheese
remove	Please skip carrots
remove	Please skip almond milk
substitute	Can I use chicken instead of rice?
substitute	Try using bacon instead of tomatoes
substitute	Replace flour with butter
add	Could you add pasta?
add	I'd like to add tofu
substitute	Use broccoli in place of carrots
substitute	Is it okay to switch butter with onion?
substitute	Substitute almond milk with spinach
substitute	Substitute almond milk with garlic
remove	No carrots, please
substitute	Replace pasta with almond milk
substitute	Change rice to almond milk
remove	Remove chicken
add	Also, add spinach
substitute	Try using almond milk instead of honey
substitute	Change beans to honey
add	Let's add bacon
remove	No beans, please
remove	Exclude almond milk from recipe
add	Add a bit of beans
remove	Remove sugar
substitute	I'd rather use tofu than tomatoes
add	Can you include tomatoes?
add	Could you add egg?
add	Also, add butter
add	Add a bit of broccoli
add	Put some lettuce in the recipe
add	Could you add milk?
remove	Remove milk
remove	No tomatoes, please
add	I'd like to add lettuce
add	I want to add spinach
add	Put some almond milk in the recipe
remove	I prefer without pasta
substitute	Can I use honey instead of yogurt?
substitute	Swap spinach for egg
substitute	Replace tomatoes with spinach
remove	Please skip milk
substitute	Change yogurt to beans
remove	I don't want peanuts
remove	No yogurt, please
add	I want to add flour
add	I want to add honey
substitute	I'd rather use peanuts than egg
substitute	Substitute flour with spinach
remove	Leave out the peanuts
add	Can you include beans?
substitute	Substitute tomatoes with beans
substitute	Swap beans for onion
remove	I prefer without sugar
add	Let's add beef
add	Put some flour in the recipe
substitute	I'd rather use rice than peanuts
substitute	Is it okay to switch egg with yogurt?
remove	No carrots, please
remove	Remove bacon
remove	Can you take out peanuts?
substitute	Exchange milk for garlic
substitute	Try using honey instead of flour
substitute	Replace flour with broccoli
add	Please add pasta
substitute	Can I use broccoli instead of butter?
remove	Please skip milk
add	I want to add bacon
substitute	Can I use chicken instead of egg?
remove	Don't add pasta
add	Also, add beans
add	Put some spinach in the recipe
remove	Please skip almond milk
substitute	Swap chicken for lettuce
add	Please add flour
remove	Leave out the onion
substitute	Swap spinach for onion
substitute	Swap tofu for broccoli
substitute	Try using bacon instead of lettuce
remove	Please skip tomatoes
add	Let's add tomatoes
substitute	Exchange garlic for almond milk
substitute	Substitute beans with peanuts
remove	Exclude yogurt from recipe
add	Put some chicken in the recipe
substitute	I'd rather use tomatoes than cheese
remove	Exclude beans from recipe
remove	Please skip broccoli
add	Can you include honey?
substitute	Substitute bacon with lettuce
remove	I don't want lettuce
add	I want to add onion
substitute	Is it okay to switch honey with cheese?
substitute	Swap beans for honey
add	Also, add honey
substitute	Change rice to beef
remove	No butter, please
add	Let's add cheese
substitute	Substitute flour with yogurt
remove	Exclude lettuce from recipe
add	Add a bit of tofu
substitute	Try using cheese instead of chicken
remove	Leave out the spinach
remove	No onion, please
substitute	Can I use almond milk instead of garlic?
add	Add a bit of broccoli
add	Add a bit of carrots
substitute	I'd rather use rice than bacon
add	Please add spinach
remove	No beef, please
add	Add a bit of sugar
add	Include rice to this meal
substitute	Is it okay to switch bacon with carrots?
remove	No lettuce, please
remove	Avoid using spinach
add	I'd like to add beef
add	Please add milk
add	Also, add milk
substitute	Substitute pasta with onion
add	Include rice to this meal
add	Put some almond milk in the recipe
substitute	Use honey in place of spinach
add	Let's add egg
add	Include flour to this meal
substitute	Try using peanuts instead of yogurt
remove	Remove beans
substitute	Is it okay to switch milk with sugar?
substitute	Can I use lettuce instead of tofu?
add	Please add butter
add	Include egg to this meal
add	Put some yogurt in the recipe
add	Also, add pasta
substitute	Swap peanuts for spinach
add	Add a bit of yogurt
remove	Don't add pasta
add	Include lettuce to this meal
remove	Exclude tomatoes from recipe
remove	I don't want garlic
substitute	Try using rice instead of spinach
add	Add a bit of butter
add	Could you add beans?
substitute	Is it okay to switch chicken with tofu?
remove	I prefer without tomatoes
remove	Please skip bacon
add	Let's add butter
add	Could you add beef?
substitute	Can I use milk instead of chicken?
add	Please add bacon
substitute	Exchange chicken for beef
remove	I prefer without bacon
remove	Avoid using yogurt
substitute	Change bacon to flour
add	I'd like to add lettuce
substitute	Use garlic in place of flour
remove	Exclude onion from recipe
add	Put some broccoli in the recipe
remove	Please skip bacon
add	Add a bit of almond milk
substitute	Substitute rice with beans
remove	Please skip pasta
add	Include butter to this meal
remove	I prefer without beef
remove	Remove beans
add	Please add pasta
add	Add a bit of carrots
substitute	Substitute carrots with lettuce
substitute	Try using tofu instead of honey
substitute	I'd rather use lettuce than milk
substitute	Exchange cheese for bacon
substitute	Can I use flour instead of spinach?
remove	Leave out the flour
remove	Avoid using tofu
remove	Don't add peanuts
add	Let's add sugar
substitute	Change broccoli to honey
substitute	I'd rather use beef than chicken
substitute	I'd rather use rice than onion
remove	Leave out the egg
remove	No spinach, please
add	Could you add carrots?
remove	Please skip garlic
remove	Don't add milk
